Mortal	Immortal	Protein	nPeptide	log2FC	log2FC_SE	FDR	log_oddsDE
IIICF_P7	IIICF_d2	sp|P09211|GSTP1_HUMAN	10	-0.601389	0.311178	0.000174519	6.76941
IIICF_P7	IIICF_d2	sp|P09382|LEG1_HUMAN	7	-0.654487	0.379586	0.0155028	2.3223
IIICF_P7	IIICF_d2	sp|P09429|HMGB1_HUMAN	5	-0.90463	0.653861	0.335582	-1.5288
IIICF_P7	IIICF_d2	sp|P09493|TPM1_HUMAN	3	1.01155	0.711302	0.525314	-2.96312
IIICF_P7	IIICF_d2	sp|P09496|CLCA_HUMAN	3	0.414087	0.370954	0.672591	-4.23887
IIICF_P7	IIICF_d2	sp|P09525|ANXA4_HUMAN	5	-0.481224	0.268697	0.383133	-1.95099
IIICF_P7	IIICF_d2	sp|P09543|CN37_HUMAN	2	-0.195399	0.386217	0.795817	-5.39809
IIICF_P7	IIICF_d2	sp|P09622|DLDH_HUMAN	3	-0.05531	0.310834	0.835997	-5.88528
IIICF_P7	IIICF_d2	sp|P09651|ROA1_HUMAN	10	-0.185463	0.502247	0.831565	-5.82002
IIICF_P7	IIICF_d2	sp|P09661|RU2A_HUMAN	5	-0.431728	0.286409	0.486973	-2.70952
IIICF_P7	IIICF_d2	sp|P09874|PARP1_HUMAN	5	-0.0945451	0.600283	0.840203	-5.97272
IIICF_P7	IIICF_d2	sp|P09936|UCHL1_HUMAN	8	-1.35808	0.623504	6.04755e-05	7.98198
IIICF_P7	IIICF_d2	sp|P09960|LKHA4_HUMAN	3	-1.17676	0.2879	0.0324482	1.75217
IIICF_P7	IIICF_d2	sp|P0C0S5|H2AZ_HUMAN	4	0.0425627	0.552381	0.845574	-6.11863
IIICF_P7	IIICF_d2	sp|P0DMV9|HS71B_HUMAN	12	-0.525692	0.338265	0.0026403	4.30184
IIICF_P7	IIICF_d2	sp|P0DP25|CALM3_HUMAN	4	0.0881302	0.621801	0.837103	-5.8974
IIICF_P7	IIICF_d2	sp|P10253|LYAG_HUMAN	4	-0.684482	0.335403	0.18909	-0.389824
IIICF_P7	IIICF_d2	sp|P10301|RRAS_HUMAN	2	-0.0208319	0.44081	0.832004	-5.82324
IIICF_P7	IIICF_d2	sp|P10606|COX5B_HUMAN	4	0.0667963	0.444846	0.843697	-6.04543
IIICF_P7	IIICF_d2	sp|P10619|PPGB_HUMAN	2	-0.434438	0.465561	0.732189	-4.79554
IIICF_P7	IIICF_d2	sp|P10644|KAP0_HUMAN	3	-0.524628	0.313989	0.498316	-2.78152
IIICF_P7	IIICF_d2	sp|P10768|ESTD_HUMAN	5	-0.834196	0.356647	0.021895	2.0065
IIICF_P7	IIICF_d2	sp|P10809|CH60_HUMAN	12	0.145321	0.55341	0.847407	-6.19201
IIICF_P7	IIICF_d2	sp|P11021|GRP78_HUMAN	14	1.1449	0.730907	9.27576e-05	7.69351
IIICF_P7	IIICF_d2	sp|P11142|HSP7C_HUMAN	11	0.184257	0.355946	0.788674	-5.34774
IIICF_P7	IIICF_d2	sp|P11177|ODPB_HUMAN	3	0.108356	0.478307	0.833308	-5.83593
IIICF_P7	IIICF_d2	sp|P11216|PYGB_HUMAN	10	-0.960961	0.589947	0.00162928	4.68796
IIICF_P7	IIICF_d2	sp|P11233|RALA_HUMAN	1	0.649385	0.550905	0.686809	-4.34638
IIICF_P7	IIICF_d2	sp|P11279|LAMP1_HUMAN	2	0.414168	0.629944	0.763599	-5.11825
IIICF_P7	IIICF_d2	sp|P11310|ACADM_HUMAN	3	-0.470971	0.575719	0.733662	-4.79962
IIICF_P7	IIICF_d2	sp|P11387|TOP1_HUMAN	2	-0.877376	0.542226	0.561542	-3.26366
IIICF_P7	IIICF_d2	sp|P11413|G6PD_HUMAN	7	-1.14139	0.718677	0.0625446	0.933147
IIICF_P7	IIICF_d2	sp|P11586|C1TC_HUMAN	12	-0.605335	0.350036	0.000147969	6.93618
IIICF_P7	IIICF_d2	sp|P11766|ADHX_HUMAN	2	0.532949	0.700514	0.738694	-4.86149
IIICF_P7	IIICF_d2	sp|P11940|PABP1_HUMAN	6	-0.663197	0.394687	0.108796	0.347125
IIICF_P7	IIICF_d2	sp|P12004|PCNA_HUMAN	3	-0.493311	0.370395	0.665275	-4.18674
IIICF_P7	IIICF_d2	sp|P12109|CO6A1_HUMAN	11	0.518974	0.725286	0.64197	-3.94483
IIICF_P7	IIICF_d2	sp|P12110|CO6A2_HUMAN	3	0.308975	0.653423	0.802491	-5.45379
IIICF_P7	IIICF_d2	sp|P12111|CO6A3_HUMAN	24	0.242131	0.39326	0.469739	-2.59791
IIICF_P7	IIICF_d2	sp|P12268|IMDH2_HUMAN	6	-0.706796	0.469676	0.11492	0.288238
IIICF_P7	IIICF_d2	sp|P12270|TPR_HUMAN	3	-0.0482445	0.485717	0.828119	-5.77423
IIICF_P7	IIICF_d2	sp|P12814|ACTN1_HUMAN	17	0.390889	0.479794	0.30618	-1.33
IIICF_P7	IIICF_d2	sp|P12956|XRCC6_HUMAN	12	-0.202481	0.442014	0.79921	-5.42874
IIICF_P7	IIICF_d2	sp|P13010|XRCC5_HUMAN	17	-0.142797	0.38261	0.819788	-5.6446
IIICF_P7	IIICF_d2	sp|P13473|LAMP2_HUMAN	1	0.252823	0.626909	0.775674	-5.23148
IIICF_P7	IIICF_d2	sp|P13489|RINI_HUMAN	11	-0.135962	0.381341	0.837651	-5.91195
IIICF_P7	IIICF_d2	sp|P13639|EF2_HUMAN	18	-0.217172	0.324854	0.510407	-2.88991
IIICF_P7	IIICF_d2	sp|P13645|K1C10_HUMAN	2	0.394845	0.207975	0.723395	-4.71477
IIICF_P7	IIICF_d2	sp|P13667|PDIA4_HUMAN	13	-0.0897797	0.369214	0.849317	-6.28288
IIICF_P7	IIICF_d2	sp|P13674|P4HA1_HUMAN	9	0.136998	0.613504	0.845697	-6.12002
IIICF_P7	IIICF_d2	sp|P13693|TCTP_HUMAN	3	-0.612499	0.242575	0.327932	-1.47228
IIICF_P7	IIICF_d2	sp|P13797|PLST_HUMAN	13	-0.260533	0.350189	0.62121	-3.79921
IIICF_P7	IIICF_d2	sp|P13798|ACPH_HUMAN	2	-1.2442	0.18888	0.133628	0.119985
IIICF_P7	IIICF_d2	sp|P13804|ETFA_HUMAN	3	-0.0486706	0.335928	0.838059	-5.92129
IIICF_P7	IIICF_d2	sp|P13861|KAP2_HUMAN	4	-0.0133701	0.409444	0.842678	-6.02695
IIICF_P7	IIICF_d2	sp|P13929|ENOB_HUMAN	1	-1.20425	0.561907	0.438074	-2.30921
IIICF_P7	IIICF_d2	sp|P14209|CD99_HUMAN	2	0.213924	0.846506	0.816365	-5.59917
IIICF_P7	IIICF_d2	sp|P14314|GLU2B_HUMAN	6	-0.195493	0.372732	0.806056	-5.46918
IIICF_P7	IIICF_d2	sp|P14324|FPPS_HUMAN	1	-1.08688	0.429233	0.430519	-2.2553
IIICF_P7	IIICF_d2	sp|P14550|AK1A1_HUMAN	3	-0.762495	0.595273	0.58446	-3.44651
IIICF_P7	IIICF_d2	sp|P14618|KPYM_HUMAN	23	-0.834307	0.554634	3.36717e-08	15.2399
IIICF_P7	IIICF_d2	sp|P14625|ENPL_HUMAN	16	0.544681	0.615247	0.277298	-1.12325
IIICF_P7	IIICF_d2	sp|P14678|RSMB_HUMAN	3	-0.28503	0.495164	0.789594	-5.35742
IIICF_P7	IIICF_d2	sp|P14866|HNRPL_HUMAN	2	-0.0867479	0.515978	0.826265	-5.74722
IIICF_P7	IIICF_d2	sp|P14868|SYDC_HUMAN	6	-0.606908	0.298157	0.0904098	0.537874
IIICF_P7	IIICF_d2	sp|P15121|ALDR_HUMAN	3	-0.0847928	0.437883	0.830679	-5.80231
IIICF_P7	IIICF_d2	sp|P15144|AMPN_HUMAN	4	0.369991	0.728521	0.796462	-5.40449
IIICF_P7	IIICF_d2	sp|P15170|ERF3A_HUMAN	2	-0.761252	0.607386	0.631183	-3.8712
IIICF_P7	IIICF_d2	sp|P15311|EZRI_HUMAN	5	-0.921424	0.255687	0.00282841	4.21817
IIICF_P7	IIICF_d2	sp|P15531|NDKA_HUMAN	2	-0.399148	0.276158	0.670374	-4.22932
IIICF_P7	IIICF_d2	sp|P15559|NQO1_HUMAN	2	0.581928	0.828069	0.747225	-4.93902
IIICF_P7	IIICF_d2	sp|P15586|GNS_HUMAN	7	0.193129	0.383265	0.809867	-5.50817
IIICF_P7	IIICF_d2	sp|P15880|RS2_HUMAN	5	-0.198834	0.242752	0.763888	-5.13176
IIICF_P7	IIICF_d2	sp|P15927|RFA2_HUMAN	3	-0.900531	0.372589	0.293907	-1.2598
IIICF_P7	IIICF_d2	sp|P16070|CD44_HUMAN	5	-0.273319	0.568815	0.811166	-5.53189
IIICF_P7	IIICF_d2	sp|P16152|CBR1_HUMAN	5	-0.58685	0.407084	0.322075	-1.45571
IIICF_P7	IIICF_d2	sp|P16278|BGAL_HUMAN	5	0.149903	0.337896	0.82453	-5.71451
IIICF_P7	IIICF_d2	sp|P16401|H15_HUMAN	2	-0.778696	0.897556	0.703077	-4.49527
IIICF_P7	IIICF_d2	sp|P16403|H12_HUMAN	1	0.305472	0.484389	0.767859	-5.16305
IIICF_P7	IIICF_d2	sp|P16435|NCPR_HUMAN	1	-0.590379	0.61071	0.710169	-4.57487
IIICF_P7	IIICF_d2	sp|P16615|AT2A2_HUMAN	8	0.208416	0.352372	0.761559	-5.07439
IIICF_P7	IIICF_d2	sp|P16949|STMN1_HUMAN	3	-1.56704	0.856607	0.266572	-1.08443
IIICF_P7	IIICF_d2	sp|P16989|YBOX3_HUMAN	2	-0.203565	0.454835	0.810796	-5.53016
IIICF_P7	IIICF_d2	sp|P17096|HMGA1_HUMAN	3	-0.0529272	0.340325	0.832586	-5.82785
IIICF_P7	IIICF_d2	sp|P17301|ITA2_HUMAN	7	-1.01963	0.556158	0.00874867	3.04125
IIICF_P7	IIICF_d2	sp|P17480|UBF1_HUMAN	2	0.345706	0.203565	0.724183	-4.71761
IIICF_P7	IIICF_d2	sp|P17655|CAN2_HUMAN	7	-0.726135	0.318104	0.00126539	5.1201
IIICF_P7	IIICF_d2	sp|P17812|PYRG1_HUMAN	2	-0.483702	0.24932	0.633939	-3.90239
IIICF_P7	IIICF_d2	sp|P17844|DDX5_HUMAN	6	-0.749506	0.454052	0.116983	0.282408
IIICF_P7	IIICF_d2	sp|P17980|PRS6A_HUMAN	7	-0.604042	0.380437	0.0607731	0.942286
IIICF_P7	IIICF_d2	sp|P17987|TCPA_HUMAN	15	-0.0931906	0.288628	0.842292	-6.0173
IIICF_P7	IIICF_d2	sp|P18077|RL35A_HUMAN	1	-0.757655	0.848995	0.695157	-4.44634
IIICF_P7	IIICF_d2	sp|P18085|ARF4_HUMAN	3	0.559873	0.448906	0.630488	-3.86493
IIICF_P7	IIICF_d2	sp|P18124|RL7_HUMAN	4	-0.219722	0.514581	0.822272	-5.66065
IIICF_P7	IIICF_d2	sp|P18206|VINC_HUMAN	18	0.114478	0.379398	0.842163	-6.01672
IIICF_P7	IIICF_d2	sp|P18583|SON_HUMAN	1	0.0219957	0.627927	0.794951	-5.38756
IIICF_P7	IIICF_d2	sp|P18669|PGAM1_HUMAN	7	-0.357108	0.244625	0.367068	-1.84251
IIICF_P7	IIICF_d2	sp|P18754|RCC1_HUMAN	2	-0.766003	0.668073	0.652152	-4.04216
IIICF_P7	IIICF_d2	sp|P18859|ATP5J_HUMAN	2	0.506115	0.60348	0.732928	-4.79598
IIICF_P7	IIICF_d2	sp|P19022|CADH2_HUMAN	3	-0.387435	0.19316	0.687814	-4.35708
IIICF_P7	IIICF_d2	sp|P19338|NUCL_HUMAN	9	-0.595878	0.417414	0.0490182	1.25488
IIICF_P7	IIICF_d2	sp|P19367|HXK1_HUMAN	10	0.117536	0.392092	0.845202	-6.09342
IIICF_P7	IIICF_d2	sp|P19525|E2AK2_HUMAN	4	-0.70451	0.372061	0.268738	-1.10364
IIICF_P7	IIICF_d2	sp|P20020|AT2B1_HUMAN	2	-0.18161	0.399451	0.810053	-5.52089
IIICF_P7	IIICF_d2	sp|P20042|IF2B_HUMAN	6	-0.486655	0.276205	0.16678	-0.239852
IIICF_P7	IIICF_d2	sp|P20290|BTF3_HUMAN	5	0.207201	0.252915	0.7741	-5.21819
IIICF_P7	IIICF_d2	sp|P20337|RAB3B_HUMAN	3	0.331692	0.288786	0.744218	-4.90935
IIICF_P7	IIICF_d2	sp|P20340|RAB6A_HUMAN	2	0.793772	0.445352	0.580063	-3.42952
IIICF_P7	IIICF_d2	sp|P20618|PSB1_HUMAN	4	-0.481177	0.253438	0.50321	-2.81143
IIICF_P7	IIICF_d2	sp|P20700|LMNB1_HUMAN	9	-0.47785	0.427721	0.279401	-1.13183
IIICF_P7	IIICF_d2	sp|P20810|ICAL_HUMAN	5	-0.635984	0.420499	0.436578	-2.28761
IIICF_P7	IIICF_d2	sp|P20908|CO5A1_HUMAN	2	0.00185373	0.625288	0.821945	-5.65811
IIICF_P7	IIICF_d2	sp|P21266|GSTM3_HUMAN	2	-2.60958	0.297782	0.00072412	5.61226
IIICF_P7	IIICF_d2	sp|P21281|VATB2_HUMAN	8	0.288864	0.483295	0.753663	-5.00283
IIICF_P7	IIICF_d2	sp|P21291|CSRP1_HUMAN	4	-0.178652	0.369442	0.817749	-5.63333
IIICF_P7	IIICF_d2	sp|P21333|FLNA_HUMAN	30	-0.352413	0.379258	0.000348265	6.14485
IIICF_P7	IIICF_d2	sp|P21589|5NTD_HUMAN	11	0.659164	0.734846	0.492069	-2.7327
IIICF_P7	IIICF_d2	sp|P21796|VDAC1_HUMAN	14	-0.34089	0.479045	0.530817	-3.02586
IIICF_P7	IIICF_d2	sp|P21912|SDHB_HUMAN	2	0.111707	0.627463	0.801477	-5.44587
IIICF_P7	IIICF_d2	sp|P21964|COMT_HUMAN	7	-0.281463	0.330692	0.693231	-4.42625
IIICF_P7	IIICF_d2	sp|P21980|TGM2_HUMAN	11	0.204687	0.515632	0.825006	-5.72141
IIICF_P7	IIICF_d2	sp|P22087|FBRL_HUMAN	5	-0.453427	0.468363	0.68931	-4.37917
IIICF_P7	IIICF_d2	sp|P22102|PUR2_HUMAN	4	-0.472931	0.32407	0.55961	-3.23279
IIICF_P7	IIICF_d2	sp|P22234|PUR6_HUMAN	5	-0.710633	0.433825	0.251434	-0.893734
IIICF_P7	IIICF_d2	sp|P22307|NLTP_HUMAN	4	-0.18124	0.429482	0.825323	-5.72218
IIICF_P7	IIICF_d2	sp|P22314|UBA1_HUMAN	15	-0.505139	0.325221	8.26303e-05	7.94003
IIICF_P7	IIICF_d2	sp|P22392|NDKB_HUMAN	4	0.122866	0.198119	0.822761	-5.67462
IIICF_P7	IIICF_d2	sp|P22626|ROA2_HUMAN	7	-0.329121	0.443876	0.665849	-4.1988
IIICF_P7	IIICF_d2	sp|P22695|QCR2_HUMAN	7	-0.293004	0.351209	0.657038	-4.10252
IIICF_P7	IIICF_d2	sp|P23246|SFPQ_HUMAN	6	0.0622497	0.39007	0.848129	-6.23074
IIICF_P7	IIICF_d2	sp|P23284|PPIB_HUMAN	11	0.676875	0.551489	0.03468	1.6492
IIICF_P7	IIICF_d2	sp|P23381|SYWC_HUMAN	9	-0.848237	0.438772	0.000297798	6.18096
IIICF_P7	IIICF_d2	sp|P23396|RS3_HUMAN	7	0.0291421	0.348469	0.850138	-6.32801
IIICF_P7	IIICF_d2	sp|P23526|SAHH_HUMAN	5	-1.06119	0.816932	0.337482	-1.53092
IIICF_P7	IIICF_d2	sp|P23528|COF1_HUMAN	9	-0.581355	0.308418	0.000651487	5.61504
IIICF_P7	IIICF_d2	sp|P23588|IF4B_HUMAN	4	0.103891	0.583559	0.834875	-5.86346
IIICF_P7	IIICF_d2	sp|P23634|AT2B4_HUMAN	4	0.116118	0.346849	0.837514	-5.9115
IIICF_P7	IIICF_d2	sp|P24534|EF1B_HUMAN	5	0.152389	0.257121	0.81407	-5.57099
IIICF_P7	IIICF_d2	sp|P24539|AT5F1_HUMAN	1	-0.182871	0.59556	0.784191	-5.30208
IIICF_P7	IIICF_d2	sp|P24752|THIL_HUMAN	7	-0.283682	0.403329	0.732559	-4.79586
IIICF_P7	IIICF_d2	sp|P24821|TENA_HUMAN	4	0.101533	0.446288	0.824848	-5.72136
IIICF_P7	IIICF_d2	sp|P24844|MYL9_HUMAN	2	0.946915	1.03042	0.68478	-4.32981
IIICF_P7	IIICF_d2	sp|P25205|MCM3_HUMAN	5	-0.388002	0.367079	0.64966	-4.00689
IIICF_P7	IIICF_d2	sp|P25398|RS12_HUMAN	3	-0.218781	0.190306	0.757066	-5.02893
IIICF_P7	IIICF_d2	sp|P25705|ATPA_HUMAN	9	0.074642	0.431688	0.850255	-6.32911
IIICF_P7	IIICF_d2	sp|P25786|PSA1_HUMAN	6	0.0107241	0.303607	0.846801	-6.17731
IIICF_P7	IIICF_d2	sp|P25787|PSA2_HUMAN	4	-0.1603	0.225099	0.799418	-5.42975
IIICF_P7	IIICF_d2	sp|P25788|PSA3_HUMAN	6	-0.654705	0.40234	0.104719	0.384606
IIICF_P7	IIICF_d2	sp|P25789|PSA4_HUMAN	3	-0.38592	0.352483	0.681687	-4.30475
IIICF_P7	IIICF_d2	sp|P26038|MOES_HUMAN	10	-0.660128	0.44795	0.00573138	3.3591
IIICF_P7	IIICF_d2	sp|P26196|DDX6_HUMAN	11	-0.222505	0.270402	0.593834	-3.55409
IIICF_P7	IIICF_d2	sp|P26358|DNMT1_HUMAN	2	-0.172096	0.378929	0.80855	-5.48378
IIICF_P7	IIICF_d2	sp|P26368|U2AF2_HUMAN	4	-0.135908	0.35802	0.833452	-5.83655
IIICF_P7	IIICF_d2	sp|P26373|RL13_HUMAN	3	1.01014	0.928255	0.627681	-3.84408
IIICF_P7	IIICF_d2	sp|P26583|HMGB2_HUMAN	2	-0.747478	0.658094	0.653999	-4.05161
IIICF_P7	IIICF_d2	sp|P26599|PTBP1_HUMAN	9	0.256188	0.27893	0.618262	-3.79236
IIICF_P7	IIICF_d2	sp|P26639|SYTC_HUMAN	7	-0.629405	0.330887	0.0102362	2.91836
IIICF_P7	IIICF_d2	sp|P26640|SYVC_HUMAN	6	0.263383	0.432222	0.784911	-5.31061
IIICF_P7	IIICF_d2	sp|P26641|EF1G_HUMAN	11	-0.480723	0.372069	0.0335571	1.72324
IIICF_P7	IIICF_d2	sp|P27105|STOM_HUMAN	2	0.3304	0.399499	0.760673	-5.06946
IIICF_P7	IIICF_d2	sp|P27348|1433T_HUMAN	10	-0.999311	0.434827	3.89354e-07	12.8935
IIICF_P7	IIICF_d2	sp|P27361|MK03_HUMAN	2	-1.86811	0.124442	0.0043538	3.67348
IIICF_P7	IIICF_d2	sp|P27635|RL10_HUMAN	3	0.104225	0.290149	0.829784	-5.79564
IIICF_P7	IIICF_d2	sp|P27694|RFA1_HUMAN	3	-1.09687	0.43392	0.144341	-0.102144
IIICF_P7	IIICF_d2	sp|P27695|APEX1_HUMAN	4	-0.658073	0.259802	0.020944	2.09698
IIICF_P7	IIICF_d2	sp|P27708|PYR1_HUMAN	8	-0.921063	0.32224	1.03987e-05	9.65554
IIICF_P7	IIICF_d2	sp|P27797|CALR_HUMAN	14	1.07242	1.06238	0.0985415	0.429853
IIICF_P7	IIICF_d2	sp|P27816|MAP4_HUMAN	16	-0.1474	0.441205	0.834734	-5.86275
IIICF_P7	IIICF_d2	sp|P27824|CALX_HUMAN	13	-0.216067	0.400748	0.740445	-4.8767
IIICF_P7	IIICF_d2	sp|P28066|PSA5_HUMAN	6	-0.799991	0.578486	0.230027	-0.701339
IIICF_P7	IIICF_d2	sp|P28070|PSB4_HUMAN	5	-0.20017	0.304932	0.785627	-5.31466
IIICF_P7	IIICF_d2	sp|P28072|PSB6_HUMAN	1	-0.00138641	0.484527	0.80836	-5.47987
IIICF_P7	IIICF_d2	sp|P28074|PSB5_HUMAN	5	-0.1256	0.376864	0.83833	-5.9386
IIICF_P7	IIICF_d2	sp|P28288|ABCD3_HUMAN	2	-1.05908	0.418933	0.374289	-1.88262
IIICF_P7	IIICF_d2	sp|P28331|NDUS1_HUMAN	2	-0.516577	0.241494	0.653386	-4.04803
IIICF_P7	IIICF_d2	sp|P28482|MK01_HUMAN	2	-0.986302	0.378929	0.177988	-0.329647
IIICF_P7	IIICF_d2	sp|P28838|AMPL_HUMAN	4	-1.14716	0.873746	0.452827	-2.48096
IIICF_P7	IIICF_d2	sp|P29317|EPHA2_HUMAN	1	-0.153958	0.404223	0.794515	-5.38565
IIICF_P7	IIICF_d2	sp|P29373|RABP2_HUMAN	2	0.108638	0.638201	0.812991	-5.55468
IIICF_P7	IIICF_d2	sp|P29401|TKT_HUMAN	11	-0.414705	0.44961	0.425909	-2.20528
IIICF_P7	IIICF_d2	sp|P29590|PML_HUMAN	2	-0.887295	0.334237	0.550728	-3.16404
IIICF_P7	IIICF_d2	sp|P29692|EF1D_HUMAN	5	-0.257713	0.42367	0.784671	-5.30415
IIICF_P7	IIICF_d2	sp|P29966|MARCS_HUMAN	16	-0.302393	0.52487	0.62909	-3.85444
IIICF_P7	IIICF_d2	sp|P29992|GNA11_HUMAN	2	0.0507927	0.217679	0.827197	-5.75772
IIICF_P7	IIICF_d2	sp|P30040|ERP29_HUMAN	6	0.121532	0.401263	0.841775	-6.01043
IIICF_P7	IIICF_d2	sp|P30041|PRDX6_HUMAN	11	-0.807554	0.334313	9.93714e-08	12.9321
IIICF_P7	IIICF_d2	sp|P30043|BLVRB_HUMAN	1	-1.93237	0.82993	0.287712	-1.18125
IIICF_P7	IIICF_d2	sp|P30044|PRDX5_HUMAN	4	-0.731713	0.404291	0.249283	-0.893649
IIICF_P7	IIICF_d2	sp|P30046|DOPD_HUMAN	2	-1.46025	1.03849	0.523079	-2.93741
IIICF_P7	IIICF_d2	sp|P30050|RL12_HUMAN	4	0.0974909	0.295917	0.8386	-5.94448
IIICF_P7	IIICF_d2	sp|P30084|ECHM_HUMAN	1	0.0979396	0.515655	0.790279	-5.36082
IIICF_P7	IIICF_d2	sp|P30085|KCY_HUMAN	2	-0.871953	0.435686	0.519688	-2.92162
IIICF_P7	IIICF_d2	sp|P30086|PEBP1_HUMAN	5	-0.672762	0.273433	0.00693938	3.21081
IIICF_P7	IIICF_d2	sp|P30101|PDIA3_HUMAN	24	0.389533	0.560092	0.302128	-1.31349
IIICF_P7	IIICF_d2	sp|P30153|2AAA_HUMAN	9	-0.503679	0.391102	0.182434	-0.366389
IIICF_P7	IIICF_d2	sp|P30419|NMT1_HUMAN	3	-0.182048	0.44969	0.818092	-5.63461
IIICF_P7	IIICF_d2	sp|P30519|HMOX2_HUMAN	2	-0.841953	0.247237	0.497077	-2.78121
IIICF_P7	IIICF_d2	sp|P30520|PURA2_HUMAN	4	-0.0140775	0.16481	0.837923	-5.91988
IIICF_P7	IIICF_d2	sp|P30626|SORCN_HUMAN	3	-0.618744	0.29086	0.458558	-2.55465
IIICF_P7	IIICF_d2	sp|P30876|RPB2_HUMAN	1	-0.597665	0.672211	0.71652	-4.62021
IIICF_P7	IIICF_d2	sp|P31040|SDHA_HUMAN	1	-0.945078	0.434557	0.508026	-2.88759
IIICF_P7	IIICF_d2	sp|P31150|GDIA_HUMAN	6	-0.986039	0.469548	0.00826147	3.05968
IIICF_P7	IIICF_d2	sp|P31153|METK2_HUMAN	4	-0.575414	0.31829	0.308191	-1.34435
IIICF_P7	IIICF_d2	sp|P31689|DNJA1_HUMAN	2	-0.00774251	0.248385	0.821781	-5.65765
IIICF_P7	IIICF_d2	sp|P31939|PUR9_HUMAN	8	-0.176569	0.189001	0.707549	-4.55995
IIICF_P7	IIICF_d2	sp|P31942|HNRH3_HUMAN	2	-0.302886	0.332085	0.753034	-4.99774
IIICF_P7	IIICF_d2	sp|P31943|HNRH1_HUMAN	3	-0.20726	0.217783	0.780015	-5.26428
IIICF_P7	IIICF_d2	sp|P31946|1433B_HUMAN	6	-0.797418	0.451159	0.0301836	1.76511
IIICF_P7	IIICF_d2	sp|P31948|STIP1_HUMAN	10	-0.454993	0.304781	0.0290766	1.80801
IIICF_P7	IIICF_d2	sp|P31949|S10AB_HUMAN	4	0.0537006	0.349097	0.845078	-6.08201
IIICF_P7	IIICF_d2	sp|P32119|PRDX2_HUMAN	3	-1.32464	0.665259	0.146637	-0.107439
IIICF_P7	IIICF_d2	sp|P32969|RL9_HUMAN	4	0.131753	0.352099	0.833165	-5.83272
IIICF_P7	IIICF_d2	sp|P33176|KINH_HUMAN	7	0.0140955	0.386518	0.849552	-6.29337
IIICF_P7	IIICF_d2	sp|P33316|DUT_HUMAN	2	-0.561451	0.441071	0.645213	-3.97601
IIICF_P7	IIICF_d2	sp|P33991|MCM4_HUMAN	2	-0.18139	0.304414	0.792753	-5.37757
IIICF_P7	IIICF_d2	sp|P33992|MCM5_HUMAN	6	-0.347119	0.267305	0.479149	-2.65655
IIICF_P7	IIICF_d2	sp|P33993|MCM7_HUMAN	7	-0.530624	0.257893	0.119028	0.269964
IIICF_P7	IIICF_d2	sp|P34897|GLYM_HUMAN	3	0.000101473	0.301699	0.82888	-5.78782
IIICF_P7	IIICF_d2	sp|P34932|HSP74_HUMAN	17	-0.520094	0.340003	7.17143e-05	7.94155
IIICF_P7	IIICF_d2	sp|P35080|PROF2_HUMAN	2	-0.54762	0.245026	0.505624	-2.85678
IIICF_P7	IIICF_d2	sp|P35221|CTNA1_HUMAN	11	0.403286	0.477576	0.489534	-2.7184
IIICF_P7	IIICF_d2	sp|P35222|CTNB1_HUMAN	6	0.114768	0.517841	0.844453	-6.07046
IIICF_P7	IIICF_d2	sp|P35232|PHB_HUMAN	6	-0.24756	0.275388	0.67586	-4.25719
IIICF_P7	IIICF_d2	sp|P35237|SPB6_HUMAN	6	-0.466466	0.23096	0.162296	-0.218174
IIICF_P7	IIICF_d2	sp|P35241|RADI_HUMAN	2	0.71245	0.625168	0.675319	-4.25182
IIICF_P7	IIICF_d2	sp|P35244|RFA3_HUMAN	3	-0.945679	0.517946	0.28977	-1.21205
IIICF_P7	IIICF_d2	sp|P35527|K1C9_HUMAN	2	-0.861938	0.813888	0.661791	-4.13662
IIICF_P7	IIICF_d2	sp|P35579|MYH9_HUMAN	29	-0.590762	0.580537	3.93704e-05	8.15163
IIICF_P7	IIICF_d2	sp|P35580|MYH10_HUMAN	4	-0.0938769	0.251955	0.832876	-5.83068
IIICF_P7	IIICF_d2	sp|P35606|COPB2_HUMAN	19	0.0461772	0.407044	0.852891	-6.70571
IIICF_P7	IIICF_d2	sp|P35611|ADDA_HUMAN	2	-0.300467	0.165153	0.75584	-5.0197
IIICF_P7	IIICF_d2	sp|P35637|FUS_HUMAN	2	-0.85567	0.5569	0.552732	-3.16851
IIICF_P7	IIICF_d2	sp|P35659|DEK_HUMAN	3	-0.5854	0.417504	0.524199	-2.95237
IIICF_P7	IIICF_d2	sp|P35998|PRS7_HUMAN	7	-0.528278	0.357752	0.175752	-0.315586
IIICF_P7	IIICF_d2	sp|P36405|ARL3_HUMAN	2	0.454917	0.0634982	0.666992	-4.21083
IIICF_P7	IIICF_d2	sp|P36542|ATPG_HUMAN	5	-0.0363553	0.421884	0.848249	-6.23246
IIICF_P7	IIICF_d2	sp|P36578|RL4_HUMAN	10	0.0585849	0.430167	0.851641	-6.47505
IIICF_P7	IIICF_d2	sp|P36871|PGM1_HUMAN	8	-0.61964	0.345321	0.0421635	1.46989
IIICF_P7	IIICF_d2	sp|P36957|ODO2_HUMAN	7	-0.147775	0.530168	0.844953	-6.07835
IIICF_P7	IIICF_d2	sp|P37108|SRP14_HUMAN	3	-0.270612	0.214177	0.728434	-4.76083
